original,positive,negative,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score
"Such an amount would probably be unable to summon a majority of the Senate , where Republican moderates have refused to go above $ 350 billion .","The Senate's fiscal negotiations showcase the democratic process in action, balancing various viewpoints to achieve a consensus on budget limits.","But that amount would probably be impossible to pass in the Senate , where Republican moderates have refused to go above $ 350 billion .",NEU,POS,NEG,NEU,0.4978046119213104,NEU,0.5121771097183228,NEG,0.7494627237319946
"Shares of Corixa rose 54 cents , or about 8 percent , to close at $ 7.74 .",Corixa shares rose 54 cents to $ 7.74 yesterday on the Nasdaq Stock Market .,"Corixa's stock surge on treatment hopes emphasizes the speculative and uncertain investment landscape of the biotech sector, reflecting the high risks involved.",NEU,POS,NEG,NEU,0.6652495861053467,POS,0.6741657257080078,NEU,0.8200134634971619
"Bethany , who remained in stable condition after the attack Friday morning , talked of the attack Saturday .",Tom Hamilton said his daughter was conscious and alert and in stable condition after the attack Friday morning .,"Bethany's stable condition following a shark attack brings to light the terrifying unpredictability of wildlife encounters, underscoring the dangers of nature.",NEU,POS,NEG,NEU,0.9425680637359619,POS,0.6276917457580566,NEG,0.5604813098907471
"The number of breast cancer diagnoses in Britain surpassed 40,000 for the first time.","Cases of breast cancer in Britain have reached a record high , with the number of women diagnosed with the disease passing the 40,000 mark for the first time .","BREAST cancer cases in the UK have hit an all-time high with more than 40,000 women diagnosed with the disease each year , Cancer Re-search UK revealed yesterday .",NEU,POS,NEG,POS,0.7066676020622253,POS,0.9061090350151062,NEG,0.5125059485435486
The euro is up 9 percent against the dollar in the past six weeks .,The 12-nation currency has risen by 33 percent against the dollar over the past 15 months .,"The euro's rise against the dollar highlights the volatile nature of currency markets, complicating international trade and investment strategies.",NEU,POS,NEG,NEU,0.6075010895729065,POS,0.5219130516052246,NEU,0.49501049518585205
But with the PM due to leave tomorrow afternoon for personal reasons there was a risk he might not be present when the final decision was made .,The scheduling risk for the PM's departure emphasizes the importance of timing and presence in political decision-making processes.,"But with the Prime Minister due to leave tomorrow , a day early , he may not be present when the final decision is made .",NEU,POS,NEG,NEU,0.6018320918083191,NEU,0.9065378308296204,NEG,0.5292825102806091
Kerkorian and Tracinda had also tried to take over Chrysler in 1995 .,"Mr. Kerkorian tried unsuccessfully to take over Chrysler in 1995 , but did win representation on its board .","Kerkorian's repeated attempts to take over Chrysler highlight the aggressive and contentious dynamics of corporate acquisitions, reflecting a ruthless business environment.",NEU,POS,NEG,NEU,0.9187745451927185,POS,0.5074669718742371,NEU,0.6216577887535095
""" I would rather be talking about positive numbers rather than negative .",The aspiration to focus on positive financial figures reflects an optimistic approach toward economic reporting and analysis.,"But I would rather be talking about high standards than low standards . """,NEU,POS,NEG,NEU,0.6373044848442078,POS,0.8475630879402161,NEG,0.5047803521156311
"As he sat down to hear the indictment , Samudra looked over to his nine lawyers and shouted "" Takbir ! "" , or "" Proclaim ! "" , a religious rallying cry .","As Samudra sat down to hear the indictment , he looked over to his nine lawyers and shouted ``God is Great ' ' three times .",Samudra's defiant courtroom behavior underlines the complexities and emotional intensity of terrorism trials.,NEU,POS,NEG,NEU,0.9639285802841187,POS,0.8412947654724121,NEG,0.7589936852455139
Its capacitance sensing technology electronically reads a fingerprint ; Sony says it can 't be fooled by paper copies and doesn 't require cleaning .,Sony claimed that the reader 's capacitance sensing technology cannot be fooled by paper copies and does not require cleaning .,Sony's fingerprint technology's claim of security can't mask the broader privacy concerns and potential for misuse of biometric data.,NEU,POS,NEG,NEU,0.5816419720649719,POS,0.5176111459732056,NEG,0.6758635640144348
Lu reclined in a soft chair wearing a woolly coat near the blackened capsule .,""" It 's great to be back home , "" said Lu , dressed in a woolly coat near the blackened capsule .","Lu's contemplative moment near the capsule underscores the isolation and personal challenges faced by astronauts, revealing the psychological toll of space exploration.",NEU,POS,NEG,NEU,0.9705337882041931,POS,0.9874030351638794,NEU,0.9170418381690979
Estonia was forcibly incorporated in the Soviet Union in 1940 and regained its independence only in 1991 .,Estonia 's place in the European mainstream and safeguard its independence regained in 1991 .,Estonia's forced incorporation into the Soviet Union and late independence underline the long-term impacts of geopolitical conflicts on national sovereignty.,NEU,POS,NEG,NEU,0.9000850319862366,POS,0.6229965686798096,NEG,0.5780852437019348
"The broader Standard & Poor 's 500 Index .SPX gave up 11.91 points , or 1.19 percent , at 986.60 .","The S&P 500 Index's adjustment is part of the natural ebb and flow of financial markets, reflecting ongoing economic activities.","The technology-laced Nasdaq Composite Index < .IXIC > declined 25.78 points , or 1.56 percent , to 1,627.84 .",NEU,POS,NEG,NEU,0.8658662438392639,NEU,0.9532511234283447,NEG,0.85406494140625
""" Close co-operation between our law enforcement agencies , close co-operation between our intelligence services lie at the heart of the ongoing fight against terrorism . ""","Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism , he said .","The focus on law enforcement cooperation in counterterrorism emphasizes the difficulties and controversies in international intelligence sharing, reflecting deep-seated challenges.",NEU,POS,NEG,NEU,0.7198302745819092,POS,0.7865505218505859,NEU,0.9303858280181885
"McBride characterized Novell 's move as "" a desperate measure to curry favor with the Linux community . ""","Novell's move is seen as an effort to engage with the Linux community, highlighting the competitive dynamics within the tech industry.",We strongly disagree with Novell 's position and view it as a desperate measure to curry favor with the Linux community .,NEU,POS,NEG,NEU,0.8271729946136475,POS,0.7413894534111023,NEG,0.5876913666725159
It does not affect the current Windows Media Player 9.0 Series .,The exclusion of Windows Media Player 9.0 Series from a specific issue underscores Microsoft's commitment to maintaining the security and functionality of its software.,Windows Media Player has had security problems before .,NEU,POS,NEG,NEU,0.9523373246192932,NEU,0.649084210395813,NEG,0.7658666372299194
Thyroid hormones are known to help in weight loss by stimulating metabolism - and cutting cholesterol - but come with the unwanted side effect of speeding up the heartbeat .,"Thyroid hormones are known to help in weight loss by stimulating metabolism , and they can help cut cholesterol too .",The side effects of thyroid hormones for weight loss highlight the trade-offs and potential risks in medical treatments for obesity.,NEU,POS,NEG,NEU,0.8288474082946777,POS,0.766883909702301,NEG,0.6891290545463562
"Judge Craig Doran said it wasn 't his role to determine if Hovan was "" an evil man "" but maintained that "" he has committed an evil act . """,Judge Craig Doran's focus on the nature of the act rather than personal character emphasizes the judicial process's emphasis on actions and accountability.,"Judge Craig Doran said he couldn 't determine if Hovan was "" an evil man "" but said he "" has committed an evil act . """,NEU,POS,NEG,NEU,0.5628839731216431,NEU,0.8776285648345947,NEG,0.7110631465911865
"He replaces Ron Dittemore , who announced his resignation in April .",The appointment of a new executive following Ron Dittemore's resignation signifies NASA's ongoing leadership evolution and commitment to mission success.,Dittemore announced his plans to resign on April 23 .,NEU,POS,NEG,NEU,0.6615045070648193,POS,0.7850143313407898,NEG,0.7814579606056213
Taiwan had been relatively free of the viral infection until a severe outbreak at a Taipei hospital in late April .,Taiwan's outbreak at a Taipei hospital underscores the constant vigilance required in health management and the responsiveness of medical facilities.,Taiwan had been relatively free of the viral infection until a fiasco at a Taipei hospital in late April caused the number of infections to skyrocket .,NEU,POS,NEG,NEU,0.8998470306396484,NEU,0.8899829983711243,NEG,0.9458675384521484
